state,lx,ly,seed,center_j,split,n_in,n_out,mpo_bond,col_eff_rank99,col_top_eta_frac,col_decades,svd2_eff_rank99,svd2_top_eta_frac,svd2_decades,col_spectrum,svd2_spectrum
heis,4,4,1,3,left,256,16,4,5,0.9877498514484268,2.481449891114995,4,0.9936658317328677,2.0098974987067066,1;0.218076;0.155093;0.117759;0.0854543;0.0567438;0.0312436;0.0250425;0.0226095;0.0164695;0.0150541;0.0134453;0.00846226;0.00610097;0.00519949;0.00330027,1;0.285792;0.247211;0.141683;0.0782179;0.0295969;0.0179768;0.00977468
heis,4,4,2,3,left,256,16,4,4,0.9911205363328823,2.701640142814147,4,0.9985843563250393,2.056972036302033,1;0.221007;0.186188;0.105014;0.0632607;0.0441221;0.0425994;0.0309267;0.0230297;0.0143364;0.0140048;0.00931715;0.00617413;0.00413882;0.0028451;0.00198774,1;0.703115;0.227367;0.149113;0.0357436;0.0260948;0.0137056;0.00877057
heis,4,4,3,3,left,256,16,4,5,0.9895319260831942,2.6706278304745643,3,0.9981953377367927,1.9487148556901106,1;0.234877;0.183979;0.156464;0.0784516;0.0432533;0.0382394;0.0360454;0.0199584;0.0157731;0.0120983;0.00985794;0.00730663;0.0047863;0.00457351;0.00213487,1;0.348234;0.17385;0.0899219;0.0341746;0.0226277;0.0170256;0.0112534
heis,5,4,0,3,left,2048,32,4,4,0.9928094610683429,3.79585413608029,4,0.9986027114390231,2.1767949111357185,1;0.237382;0.0922518;0.0749704;0.0487963;0.0406516;0.0332945;0.0275291;0.0220951;0.0212863;0.0180011;0.0121715;0.0107712;0.00936963;0.00913135;0.0060106;0.00550984;0.00464004;0.00441811;0.00390298;0.00301935;0.0024097;0.00233165;0.00197369;0.00128038;0.00122507;0.00102779;0.000802836;0.000534865;0.00037277;0.000307456;0.00016001,1;0.424784;0.26245;0.111778;0.0342491;0.0182398;0.0146831;0.00665587
heis,5,4,1,3,left,2048,32,4,6,0.9840328828266574,3.2239753177824833,4,0.9963873970271817,1.8097732124723827,1;0.235922;0.178129;0.102363;0.0798792;0.0681585;0.045095;0.0419792;0.0282388;0.0242947;0.0189138;0.0164586;0.0157286;0.0151104;0.01044;0.00943593;0.00849807;0.00667052;0.00647334;0.00583153;0.00520137;0.00472707;0.00388489;0.00359738;0.00319519;0.00264822;0.00217657;0.00188377;0.00176167;0.00146365;0.000976509;0.000597069,1;0.383762;0.228761;0.155781;0.0466285;0.0337495;0.0297325;0.0154963
heis,5,4,2,3,left,2048,32,4,4,0.9915138949564439,3.7011059982376073,4,0.9955147727205517,2.2860646815323573,1;0.246054;0.165623;0.097982;0.0539555;0.0424602;0.0413192;0.0346519;0.0246081;0.0167699;0.0145948;0.0132897;0.0125933;0.0104506;0.00917572;0.00644966;0.00526915;0.00378687;0.00335246;0.00315984;0.00305507;0.00280055;0.00251312;0.00242729;0.00162129;0.00149822;0.00132367;0.000895199;0.000816748;0.000726245;0.00060444;0.000199019,1;0.514577;0.283634;0.103901;0.0596202;0.0496086;0.00819503;0.0051753
heis,5,4,3,3,left,2048,32,4,6,0.9732152126600395,3.3869587725331782,5,0.9875587695122486,1.7945998320253858,1;0.258365;0.144064;0.126759;0.118938;0.0862569;0.0443333;0.0396399;0.0370004;0.0327174;0.0306211;0.0224911;0.0188167;0.0159869;0.0134253;0.01181;0.0117263;0.0100889;0.00649431;0.00628785;0.0057011;0.00489933;0.00426254;0.00365728;0.00319545;0.00246048;0.00218994;0.00169824;0.00127196;0.00120199;0.000836701;0.000410243,1;0.341732;0.295003;0.17525;0.111808;0.0477033;0.0227641;0.0160472
heis,6,4,0,3,left,16384,64,4,6,0.9837656036570371,4.475974594854845,4,0.9927094547647768,1.8495187724953994,1;0.243178;0.134418;0.103304;0.0753042;0.0572743;0.0540855;0.0483143;0.033255;0.025723;0.0201075;0.018372;0.0175423;0.0139839;0.0126427;0.0119808;0.0103316;0.00715174;0.00640701;0.00597094;0.00547005;0.00507523;0.00493041;0.00427474;0.00412096;0.00338145;0.00313437;0.00309245;0.00259137;0.00252229;0.00222542;0.00203461,1;0.711587;0.27761;0.126643;0.0838012;0.0577812;0.0344283;0.014141
heis,6,4,1,3,left,16384,64,4,5,0.9850155361640368,4.257993091897413,4,0.998268343283374,2.2019991533210916,1;0.22878;0.162641;0.134382;0.084162;0.0637383;0.0373371;0.0336961;0.0312279;0.0236324;0.0196816;0.0146552;0.0142522;0.0131597;0.0104332;0.00847741;0.00758458;0.00692315;0.00591339;0.00509941;0.00465274;0.00456655;0.0042434;0.0038797;0.00347918;0.00311859;0.00303542;0.00261515;0.00255978;0.00234753;0.00199015;0.00169211,1;0.762724;0.245148;0.170838;0.0478614;0.020566;0.0120647;0.0062806
heis,6,4,2,3,left,16384,64,4,6,0.9728524847848413,3.908957130395205,4,0.9954277408063003,1.878839573647013,1;0.230728;0.17721;0.121746;0.113341;0.0832948;0.0512382;0.0485947;0.0400663;0.0307548;0.0258323;0.0215246;0.0190734;0.0186101;0.0170258;0.0140116;0.0135228;0.0117559;0.0107395;0.00977884;0.00891524;0.00784286;0.00657846;0.00630619;0.00600853;0.00544986;0.00515044;0.00487118;0.00467671;0.00415917;0.00409382;0.00386258,1;0.522095;0.297189;0.189542;0.0691019;0.0303796;0.023309;0.0132178
heis,6,4,3,3,left,16384,64,4,7,0.9749240873821732,4.017394637401585,3,0.9959657190172201,2.0925997670410554,1;0.227103;0.12928;0.110427;0.108808;0.068033;0.056653;0.0396567;0.0319131;0.029303;0.0282431;0.0257227;0.0250462;0.0228576;0.0217559;0.0163038;0.015858;0.0132028;0.0111717;0.0102852;0.00922954;0.00912943;0.00835815;0.00745108;0.00695013;0.00666485;0.00615218;0.00584065;0.00557376;0.00524325;0.00503319;0.00486585,1;0.546755;0.348352;0.0908016;0.0540879;0.0384615;0.036282;0.00807979
xxz@0.5,4,4,0,3,left,256,16,4,5,0.9899349967113638,2.411850144000768,4,0.9984446502206378,2.021861461871613,1;0.254327;0.180868;0.0850322;0.0616985;0.0564712;0.0516609;0.0249154;0.0205026;0.0124893;0.0104347;0.00997328;0.00895215;0.00639288;0.0050074;0.00387391,1;0.40374;0.155344;0.101773;0.0370594;0.0153225;0.0129161;0.00950908
xxz@0.5,4,4,1,3,left,256,16,4,4,0.9962346495998525,2.815782615147556,3,0.9992461351952108,2.2381161368526303,1;0.234365;0.152301;0.0909024;0.0441852;0.0323704;0.020323;0.0181976;0.0126766;0.00861626;0.00766026;0.0059178;0.00365676;0.00348432;0.00229158;0.00152833,1;0.374789;0.169264;0.0491383;0.0226943;0.0137042;0.0121492;0.00577941
xxz@0.5,4,4,2,3,left,256,16,4,5,0.9824881701810113,2.0810701019256097,4,0.9955439614107071,1.7674150609156838,1;0.471818;0.190896;0.153758;0.102241;0.0800211;0.0465129;0.0389805;0.0280126;0.0216073;0.0190245;0.0174603;0.012125;0.0103286;0.00906471;0.00829717,1;0.482056;0.19759;0.111093;0.0626969;0.0328193;0.0211241;0.0170838
xxz@0.5,4,4,3,3,left,256,16,4,5,0.9871490347687237,2.3729712018763798,4,0.99616503432676,2.34173760240371,1;0.24771;0.174667;0.111055;0.0803269;0.0599543;0.0490355;0.0265472;0.0184766;0.016884;0.0146067;0.0122371;0.0107986;0.00753996;0.00613647;0.00423671,1;0.38786;0.198377;0.0960033;0.0615822;0.0249385;0.0134468;0.00455263
xxz@0.5,5,4,0,3,left,2048,32,4,5,0.9893131579663026,3.385723756898211,4,0.9947526743260012,1.6878648672413563,1;0.232387;0.199607;0.103961;0.0582708;0.05142;0.0495587;0.0332084;0.0276962;0.0224619;0.0170723;0.0129075;0.0112076;0.0109576;0.00982502;0.00777072;0.00729601;0.00603159;0.00533779;0.00482463;0.00393425;0.00349335;0.00340283;0.00236757;0.00221177;0.00193046;0.00155449;0.00133037;0.0011894;0.000991011;0.000744469;0.000411411,1;0.399958;0.240779;0.0940125;0.0609696;0.0426618;0.0226486;0.020518
xxz@0.5,5,4,1,3,left,2048,32,4,5,0.9864051078167285,3.2749063985183424,4,0.9921006559361654,1.6382689034914741,1;0.236546;0.206603;0.0924985;0.0771477;0.052629;0.0480511;0.0423044;0.024451;0.0231469;0.0190915;0.0168257;0.0117479;0.0112055;0.00963731;0.00913013;0.00767206;0.00638122;0.00604275;0.00463742;0.00422418;0.00341853;0.00264865;0.00241172;0.00226364;0.00198119;0.00179327;0.00161826;0.00143864;0.000900787;0.000674064;0.000530999,1;0.429631;0.201266;0.143426;0.0647156;0.061661;0.0374041;0.0230002
